Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Population,AQI value country,AQI category (country)
United States of America,Adelphi,54,Moderate,1,Good,32,Good,5,Good,54,Moderate,332915073,59.61860625,Moderate
India,Afzalgarh,198,Unhealthy,4,Good,198,Unhealthy,3,Good,188,Unhealthy,1417173173,152.5597283,Unhealthy
Nigeria,Agbor,139,Unhealthy for Sensitive Groups,7,Good,13,Good,5,Good,139,Unhealthy for Sensitive Groups,223804632,100.1103448,Unhealthy for Sensitive Groups
France,Aix En Provence,55,Moderate,1,Good,26,Good,3,Good,55,Moderate,67842000,53.23133415,Moderate
Myanmar,Akyab,145,Unhealthy for Sensitive Groups,1,Good,46,Good,0,Good,145,Unhealthy for Sensitive Groups,54000000,40.95238095,Good
United States of America,Alabaster,80,Moderate,1,Good,18,Good,10,Good,80,Moderate,332915073,59.61860625,Moderate
Russian Federation,Alagir,50,Good,1,Good,36,Good,1,Good,50,Good,145805947,42.49115756,Good
Belgium,Alken,35,Good,1,Good,25,Good,3,Good,35,Good,11736000,44.58098592,Good
Canada,Alma,55,Moderate,1,Good,27,Good,0,Good,55,Moderate,38067000,42.90344828,Good
Brazil,Almirante Tamandare,13,Good,1,Good,12,Good,1,Good,13,Good,214326223,44.64993726,Good
Spain,Almoradi,48,Good,1,Good,23,Good,3,Good,48,Good,47300000,38.67356322,Good
Papua New Guinea,Alotau,28,Good,0,Good,28,Good,0,Good,13,Good,9000000,25.89473684,Good
Germany,Altotting,50,Good,1,Good,29,Good,3,Good,50,Good,83237000,48.24684015,Good
Madagascar,Ambovombe,26,Good,0,Good,26,Good,0,Good,20,Good,29000000,30.93939394,Good
China,Anqiu,107,Unhealthy for Sensitive Groups,2,Good,107,Unhealthy for Sensitive Groups,5,Good,86,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Madagascar,Antalaha,22,Good,0,Good,22,Good,0,Good,20,Good,29000000,30.93939394,Good
United States of America,Antioch,76,Moderate,3,Good,7,Good,25,Good,76,Moderate,332915073,59.61860625,Moderate
Lithuania,Anyksciai,47,Good,1,Good,32,Good,0,Good,47,Good,2700000,38.13157895,Good
Ghana,Apam,104,Unhealthy for Sensitive Groups,2,Good,14,Good,1,Good,104,Unhealthy for Sensitive Groups,34000000,61.76666667,Moderate
Mexico,Apaseo El Grande,60,Moderate,1,Good,16,Good,5,Good,60,Moderate,126190788,89.11260504,Moderate
Brazil,Aragarcas,32,Good,1,Good,3,Good,2,Good,32,Good,214326223,44.64993726,Good
Russian Federation,Arkadak,28,Good,1,Good,28,Good,1,Good,15,Good,145805947,42.49115756,Good
France,Armentieres,34,Good,0,Good,28,Good,2,Good,34,Good,67842000,53.23133415,Moderate
Russian Federation,Arsk,28,Good,1,Good,28,Good,1,Good,19,Good,145805947,42.49115756,Good
Azerbaijan,Artyom,48,Good,1,Good,35,Good,0,Good,48,Good,10000000,58.76315789,Moderate
Armenia,Ashtarak,39,Good,1,Good,29,Good,1,Good,39,Good,3000000,53.63636364,Moderate
Ethiopia,Asosa,97,Moderate,1,Good,14,Good,0,Good,97,Moderate,126527000,78.73170732,Moderate
Iran (Islamic Republic of),Astaneh Ye Ashrafiyeh,75,Moderate,1,Good,37,Good,0,Good,75,Moderate,88550000,108.2960894,Unhealthy for Sensitive Groups
India,Atarra,194,Unhealthy,1,Good,44,Good,0,Good,194,Unhealthy,1417173173,152.5597283,Unhealthy
Guatemala,Atescatempa,104,Unhealthy for Sensitive Groups,3,Good,5,Good,10,Good,104,Unhealthy for Sensitive Groups,20318000,80.95041322,Moderate
Italy,Atri,57,Moderate,1,Good,40,Good,3,Good,57,Moderate,60367477,61.69844358,Moderate
Ukraine,Avdiyivka,41,Good,1,Good,41,Good,3,Good,27,Good,43000000,51.03181818,Moderate
Portugal,Avintes,37,Good,1,Good,16,Good,7,Good,37,Good,10196000,34.56707317,Good
Malaysia,Ayer Keroh,59,Moderate,1,Good,34,Good,0,Good,59,Moderate,34000000,80.72262774,Moderate
United Kingdom of Great Britain and Northern Ireland,Ayr,29,Good,1,Good,29,Good,2,Good,20,Good,67532000,39.5971897,Good
Netherlands,Baarn,34,Good,0,Good,34,Good,1,Good,26,Good,17442000,38.15282392,Good
Serbia,Backa Palanka,70,Moderate,1,Good,41,Good,0,Good,70,Moderate,7000000,67.98876404,Moderate
Germany,Bad Langensalza,32,Good,0,Good,30,Good,1,Good,32,Good,83237000,48.24684015,Good
Pakistan,Bahawalnagar,500,Hazardous,1,Good,38,Good,1,Good,466,Hazardous,240485658,178.7045455,Unhealthy
South Africa,Balfour,380,Hazardous,31,Good,1,Good,26,Good,380,Hazardous,60041000,112.9085714,Unhealthy for Sensitive Groups
South Africa,Ballitoville,222,Very Unhealthy,12,Good,5,Good,14,Good,222,Very Unhealthy,60041000,112.9085714,Unhealthy for Sensitive Groups
Thailand,Ban Phai,52,Moderate,0,Good,28,Good,0,Good,52,Moderate,70927000,53.56972112,Moderate
Malaysia,Bandar Penggaram,76,Moderate,1,Good,39,Good,0,Good,76,Moderate,34000000,80.72262774,Moderate
Philippines,Bangued,27,Good,0,Good,23,Good,0,Good,27,Good,114337000,60.52974504,Moderate
Slovakia,Banovce,59,Moderate,1,Good,26,Good,2,Good,59,Moderate,5500000,67.53225806,Moderate
Germany,Bargteheide,38,Good,0,Good,28,Good,2,Good,38,Good,83237000,48.24684015,Good
United States of America,Bartlesville,56,Moderate,1,Good,23,Good,6,Good,56,Moderate,332915073,59.61860625,Moderate
Gambia,Basse,127,Unhealthy for Sensitive Groups,1,Good,18,Good,0,Good,127,Unhealthy for Sensitive Groups,2500000,147.4,Unhealthy for Sensitive Groups
Pakistan,Bat Khela,117,Unhealthy for Sensitive Groups,1,Good,117,Unhealthy for Sensitive Groups,1,Good,78,Moderate,240485658,178.7045455,Unhealthy
Malaysia,Batu Gajah,92,Moderate,2,Good,57,Moderate,1,Good,92,Moderate,34000000,80.72262774,Moderate
India,Bazpur,182,Unhealthy,5,Good,170,Unhealthy,5,Good,182,Unhealthy,1417173173,152.5597283,Unhealthy
Italy,Castel Goffredo,124,Unhealthy for Sensitive Groups,2,Good,32,Good,7,Good,124,Unhealthy for Sensitive Groups,60367477,61.69844358,Moderate
Italy,Catanzaro,68,Moderate,2,Good,68,Moderate,6,Good,57,Moderate,60367477,61.69844358,Moderate
Philippines,Catbalogan,68,Moderate,1,Good,26,Good,0,Good,68,Moderate,114337000,60.52974504,Moderate
Ecuador,Cayambe,39,Good,1,Good,4,Good,2,Good,39,Good,18000000,45.04477612,Good
Bosnia and Herzegovina,Cazin,50,Good,1,Good,33,Good,0,Good,50,Good,3500000,60.55555556,Moderate
Italy,Cernusco Sul Naviglio,103,Unhealthy for Sensitive Groups,1,Good,33,Good,6,Good,103,Unhealthy for Sensitive Groups,60367477,61.69844358,Moderate
Italy,Cesenatico,38,Good,1,Good,36,Good,5,Good,38,Good,60367477,61.69844358,Moderate
Czechia,Ceske Budejovice,61,Moderate,1,Good,38,Good,1,Good,61,Moderate,10700000,60.90551181,Moderate
Argentina,Chacabuco,17,Good,0,Good,17,Good,1,Good,17,Good,46000000,28.23529412,Good
Peru,Chachapoyas,21,Good,0,Good,4,Good,0,Good,21,Good,34295000,36.3875969,Good
France,Chalon Sur Saone,32,Good,1,Good,32,Good,1,Good,20,Good,67842000,53.23133415,Moderate
China,Chaoyang,151,Unhealthy,3,Good,119,Unhealthy for Sensitive Groups,1,Good,151,Unhealthy,1412600000,127.1339174,Unhealthy for Sensitive Groups
Viet Nam,Chau Doc,57,Moderate,1,Good,32,Good,0,Good,57,Moderate,99711000,86.63492063,Moderate
Russian Federation,Cherepanovo,38,Good,1,Good,38,Good,0,Good,35,Good,145805947,42.49115756,Good
Russian Federation,Cherkessk,49,Good,1,Good,40,Good,0,Good,49,Good,145805947,42.49115756,Good
India,Chhabra,171,Unhealthy,1,Good,42,Good,0,Good,171,Unhealthy,1417173173,152.5597283,Unhealthy
India,Chilakalurupet,91,Moderate,1,Good,28,Good,1,Good,91,Moderate,1417173173,152.5597283,Unhealthy
Mexico,Chilpancingo,72,Moderate,2,Good,4,Good,5,Good,72,Moderate,126190788,89.11260504,Moderate
India,Chipurupalle,153,Unhealthy,2,Good,22,Good,6,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
Poland,Chojnow,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,38268000,52.46015424,Moderate
India,Chotila,157,Unhealthy,0,Good,31,Good,1,Good,157,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Cimarron Hills,73,Moderate,1,Good,32,Good,2,Good,73,Moderate,332915073,59.61860625,Moderate
Brazil,Claudio,71,Moderate,2,Good,3,Good,6,Good,71,Moderate,214326223,44.64993726,Good
Brazil,Clevelandia,17,Good,0,Good,17,Good,0,Good,11,Good,214326223,44.64993726,Good
Brazil,Coari,46,Good,1,Good,2,Good,0,Good,46,Good,214326223,44.64993726,Good
United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,Good,1,Good,12,Good,9,Good,35,Good,67532000,39.5971897,Good
Ireland,Cobh,24,Good,0,Good,24,Good,1,Good,16,Good,5084000,41.09375,Good
Brazil,Colatina,45,Good,1,Good,14,Good,2,Good,45,Good,214326223,44.64993726,Good
Romania,Comanesti,61,Moderate,1,Good,40,Good,0,Good,61,Moderate,19053000,53.85849057,Moderate
Dominican Republic,Comendador,65,Moderate,1,Good,12,Good,6,Good,65,Moderate,11000000,108.5365854,Unhealthy for Sensitive Groups
Italy,Como,112,Unhealthy for Sensitive Groups,1,Good,34,Good,4,Good,112,Unhealthy for Sensitive Groups,60367477,61.69844358,Moderate
Brazil,Conde,19,Good,0,Good,19,Good,0,Good,11,Good,214326223,44.64993726,Good
United Kingdom of Great Britain and Northern Ireland,Consett,31,Good,0,Good,31,Good,2,Good,22,Good,67532000,39.5971897,Good
United States of America,Cooper City,152,Unhealthy,4,Good,4,Good,19,Good,152,Unhealthy,332915073,59.61860625,Moderate
United States of America,Copperas Cove,31,Good,1,Good,21,Good,1,Good,31,Good,332915073,59.61860625,Moderate
Brazil,Cornelio Procopio,37,Good,1,Good,12,Good,1,Good,37,Good,214326223,44.64993726,Good
Argentina,Corrientes,13,Good,1,Good,12,Good,0,Good,13,Good,46000000,28.23529412,Good
Mexico,Cotija,41,Good,1,Good,8,Good,3,Good,41,Good,126190788,89.11260504,Moderate
Italy,Crevalcore,103,Unhealthy for Sensitive Groups,2,Good,28,Good,9,Good,103,Unhealthy for Sensitive Groups,60367477,61.69844358,Moderate
Azerbaijan,Culfa,52,Moderate,1,Good,35,Good,0,Good,52,Moderate,10000000,58.76315789,Moderate
Spain,Culleredo,30,Good,0,Good,30,Good,2,Good,13,Good,47300000,38.67356322,Good
India,Cuncolim,73,Moderate,0,Good,25,Good,0,Good,73,Moderate,1417173173,152.5597283,Unhealthy
Brazil,Curvelo,42,Good,1,Good,2,Good,4,Good,42,Good,214326223,44.64993726,Good
Germany,Cuxhaven,35,Good,0,Good,35,Good,0,Good,30,Good,83237000,48.24684015,Good
United States of America,Cypress Lake,46,Good,1,Good,25,Good,5,Good,46,Good,332915073,59.61860625,Moderate
Poland,Czestochowa,93,Moderate,1,Good,27,Good,4,Good,93,Moderate,38268000,52.46015424,Moderate
Guinea,Dalaba,63,Moderate,2,Good,13,Good,0,Good,63,Moderate,13000000,61.13636364,Moderate
Pakistan,Dalbandin,160,Unhealthy,0,Good,39,Good,0,Good,160,Unhealthy,240485658,178.7045455,Unhealthy
France,Beaune,39,Good,1,Good,26,Good,1,Good,39,Good,67842000,53.23133415,Moderate
United States of America,Bedford,56,Moderate,1,Good,18,Good,6,Good,56,Moderate,332915073,59.61860625,Moderate
Ghana,Begoro,105,Unhealthy for Sensitive Groups,2,Good,13,Good,2,Good,105,Unhealthy for Sensitive Groups,34000000,61.76666667,Moderate
China,Beipiao,93,Moderate,2,Good,90,Moderate,1,Good,93,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Brazil,Bela Cruz,45,Good,0,Good,22,Good,0,Good,45,Good,214326223,44.64993726,Good
Bolivia (Plurinational State of),Bermejo,54,Moderate,1,Good,8,Good,1,Good,54,Moderate,12000000,23.78787879,Good
Germany,Bernburg,36,Good,0,Good,29,Good,2,Good,36,Good,83237000,48.24684015,Good
United States of America,Berwick,50,Good,1,Good,35,Good,5,Good,50,Good,332915073,59.61860625,Moderate
India,Betma,153,Unhealthy,1,Good,34,Good,0,Good,153,Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Beverly,48,Good,1,Good,36,Good,5,Good,48,Good,332915073,59.61860625,Moderate
Russian Federation,Bezhetsk,24,Good,0,Good,24,Good,0,Good,24,Good,145805947,42.49115756,Good
Bangladesh,Bhairab Bazar,132,Unhealthy for Sensitive Groups,3,Good,44,Good,4,Good,132,Unhealthy for Sensitive Groups,171860000,113.3292683,Unhealthy for Sensitive Groups
Pakistan,Bhalwal,179,Unhealthy,3,Good,179,Unhealthy,2,Good,166,Unhealthy,240485658,178.7045455,Unhealthy
India,Bhimavaram,124,Unhealthy for Sensitive Groups,1,Good,36,Good,1,Good,124,Unhealthy for Sensitive Groups,1417173173,152.5597283,Unhealthy
India,Bhinmal,202,Very Unhealthy,0,Good,34,Good,0,Good,202,Very Unhealthy,1417173173,152.5597283,Unhealthy
India,Bhiwandi,151,Unhealthy,1,Good,26,Good,1,Good,151,Unhealthy,1417173173,152.5597283,Unhealthy
Indonesia,Binjai,92,Moderate,2,Good,45,Good,0,Good,92,Moderate,276361783,91.54822335,Moderate
Brazil,Baiao,39,Good,1,Good,5,Good,0,Good,39,Good,214326223,44.64993726,Good
Russian Federation,Baksan,48,Good,1,Good,39,Good,1,Good,48,Good,145805947,42.49115756,Good
Sudan,Bara,52,Moderate,2,Good,17,Good,0,Good,52,Moderate,47000000,78.85714286,Moderate
Colombia,Baranoa,104,Unhealthy for Sensitive Groups,1,Good,16,Good,2,Good,104,Unhealthy for Sensitive Groups,52015000,65.90079365,Moderate
Philippines,Baras,51,Moderate,1,Good,27,Good,1,Good,51,Moderate,114337000,60.52974504,Moderate
Iran (Islamic Republic of),Bardsir,91,Moderate,1,Good,49,Good,0,Good,91,Moderate,88550000,108.2960894,Unhealthy for Sensitive Groups
India,Bari Sadri,167,Unhealthy,1,Good,32,Good,0,Good,167,Unhealthy,1417173173,152.5597283,Unhealthy
Thailand,Nong Bua,38,Good,0,Good,20,Good,0,Good,38,Good,70927000,53.56972112,Moderate
Thailand,Nong Han,57,Moderate,0,Good,25,Good,0,Good,57,Moderate,70927000,53.56972112,Moderate
Netherlands,Noordwijkerhout,41,Good,1,Good,27,Good,5,Good,41,Good,17442000,38.15282392,Good
United States of America,North Andrews Gardens,78,Moderate,1,Good,11,Good,12,Good,78,Moderate,332915073,59.61860625,Moderate
United States of America,Northbridge,47,Good,1,Good,46,Good,2,Good,47,Good,332915073,59.61860625,Moderate
United Kingdom of Great Britain and Northern Ireland,Norwich,29,Good,0,Good,29,Good,3,Good,18,Good,67532000,39.5971897,Good
Serbia,Novi Becej,60,Moderate,1,Good,34,Good,1,Good,60,Moderate,7000000,67.98876404,Moderate
Netherlands,Nuenen,37,Good,1,Good,32,Good,3,Good,37,Good,17442000,38.15282392,Good
Chile,Nueva Imperial,61,Moderate,2,Good,2,Good,9,Good,61,Moderate,19000000,86.44578313,Moderate
Panama,Nuevo Arraijan,67,Moderate,2,Good,20,Good,5,Good,67,Moderate,4000000,68.44444444,Moderate
Mexico,Nuevo Casas Grandes,46,Good,1,Good,17,Good,2,Good,46,Good,126190788,89.11260504,Moderate
United States of America,Oak Lawn,79,Moderate,2,Good,13,Good,27,Good,79,Moderate,332915073,59.61860625,Moderate
United States of America,Oakdale,53,Moderate,1,Good,24,Good,9,Good,53,Moderate,332915073,59.61860625,Moderate
Ghana,Obuasi,81,Moderate,1,Good,18,Good,0,Good,81,Moderate,34000000,61.76666667,Moderate
Japan,Odawara,39,Good,1,Good,38,Good,2,Good,39,Good,123294513,51.57201646,Moderate
Germany,Oer Erkenschwick,34,Good,1,Good,34,Good,2,Good,27,Good,83237000,48.24684015,Good
Republic of North Macedonia,Ohrid,42,Good,1,Good,41,Good,0,Good,42,Good,2067000,66.7826087,Moderate
Japan,Okawa,41,Good,2,Good,36,Good,5,Good,41,Good,123294513,51.57201646,Moderate
Poland,Olecko,47,Good,1,Good,36,Good,0,Good,47,Good,38268000,52.46015424,Moderate
Germany,Olfen,32,Good,1,Good,27,Good,4,Good,32,Good,83237000,48.24684015,Good
Brazil,Olindina,25,Good,0,Good,6,Good,1,Good,25,Good,214326223,44.64993726,Good
Japan,Omagari,35,Good,1,Good,35,Good,0,Good,15,Good,123294513,51.57201646,Moderate
Netherlands,Oostburg,36,Good,1,Good,26,Good,3,Good,36,Good,17442000,38.15282392,Good
United States of America,Orem,73,Moderate,2,Good,26,Good,7,Good,73,Moderate,332915073,59.61860625,Moderate
United States of America,Orinda,52,Moderate,1,Good,22,Good,11,Good,52,Moderate,332915073,59.61860625,Moderate
Poland,Ostrzeszow,35,Good,1,Good,32,Good,1,Good,35,Good,38268000,52.46015424,Moderate
Guatemala,Ostuncalco,94,Moderate,3,Good,9,Good,11,Good,94,Moderate,20318000,80.95041322,Moderate
Congo,Ouesso,71,Moderate,3,Good,18,Good,0,Good,71,Moderate,5000000,87.58333333,Moderate
Brazil,Ouro Preto,61,Moderate,2,Good,3,Good,5,Good,61,Moderate,214326223,44.64993726,Good
Nigeria,Oyo,80,Moderate,2,Good,22,Good,1,Good,80,Moderate,223804632,100.1103448,Unhealthy for Sensitive Groups
Kyrgyzstan,Ozgon,101,Unhealthy for Sensitive Groups,1,Good,60,Moderate,0,Good,101,Unhealthy for Sensitive Groups,6000000,81.53846154,Moderate
Italy,Pachino,48,Good,1,Good,45,Good,0,Good,48,Good,60367477,61.69844358,Moderate
India,Padra,156,Unhealthy,1,Good,33,Good,0,Good,156,Unhealthy,1417173173,152.5597283,Unhealthy
Mauritius,Pailles,30,Good,0,Good,28,Good,0,Good,30,Good,1300000,41,Good
France,Paita,27,Good,0,Good,27,Good,0,Good,10,Good,67842000,53.23133415,Moderate
India,Palakkodu,57,Moderate,0,Good,30,Good,0,Good,57,Moderate,1417173173,152.5597283,Unhealthy
Philippines,Palo,55,Moderate,1,Good,20,Good,0,Good,55,Moderate,114337000,60.52974504,Moderate
Indonesia,Pamekasan,54,Moderate,1,Good,35,Good,0,Good,54,Moderate,276361783,91.54822335,Moderate
China,Panchiao,69,Moderate,1,Good,45,Good,4,Good,69,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
China,Panshi,76,Moderate,3,Good,32,Good,2,Good,76,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
China,Panzhihua,74,Moderate,3,Good,29,Good,2,Good,74,Moderate,1412600000,127.1339174,Unhealthy for Sensitive Groups
Brazil,Paragominas,36,Good,1,Good,2,Good,0,Good,36,Good,214326223,44.64993726,Good
Brazil,Paraguacu,51,Moderate,1,Good,7,Good,4,Good,51,Moderate,214326223,44.64993726,Good
Peru,Paramonga,41,Good,1,Good,18,Good,1,Good,41,Good,34295000,36.3875969,Good
United States of America,Parkville,56,Moderate,1,Good,44,Good,4,Good,56,Moderate,332915073,59.61860625,Moderate
United States of America,Pasadena,58,Moderate,1,Good,43,Good,5,Good,58,Moderate,332915073,59.61860625,Moderate
United States of America,Pataskala,45,Good,1,Good,32,Good,7,Good,45,Good,332915073,59.61860625,Moderate
Kazakhstan,Pavlodar,50,Good,1,Good,41,Good,0,Good,50,Good,19632700,61.21126761,Moderate
India,Payyannur,68,Moderate,0,Good,24,Good,0,Good,68,Moderate,1417173173,152.5597283,Unhealthy
United States of America,Pelham,46,Good,1,Good,46,Good,2,Good,31,Good,332915073,59.61860625,Moderate
Greece,Perama,67,Moderate,1,Good,44,Good,2,Good,67,Moderate,10000000,67.92920354,Moderate
Mexico,Perote,77,Moderate,3,Good,7,Good,8,Good,77,Moderate,126190788,89.11260504,Moderate
Serbia,Petrovaradin,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,7000000,67.98876404,Moderate
Thailand,Phanom Thuan,42,Good,0,Good,19,Good,0,Good,42,Good,70927000,53.56972112,Moderate
Thailand,Phatthalung,59,Moderate,1,Good,27,Good,0,Good,59,Moderate,70927000,53.56972112,Moderate
Thailand,Phetchaburi,35,Good,0,Good,17,Good,0,Good,35,Good,70927000,53.56972112,Moderate
India,Phillaur,444,Hazardous,2,Good,111,Unhealthy for Sensitive Groups,1,Good,391,Hazardous,1417173173,152.5597283,Unhealthy
Egypt,Rosetta,60,Moderate,2,Good,60,Moderate,3,Good,55,Moderate,106156000,101.65,Unhealthy for Sensitive Groups
Italy,Rossano,48,Good,1,Good,48,Good,0,Good,12,Good,60367477,61.69844358,Moderate
Russian Federation,Rostov,32,Good,1,Good,32,Good,0,Good,26,Good,145805947,42.49115756,Good
United Kingdom of Great Britain and Northern Ireland,Royton,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,67532000,39.5971897,Good
Germany,Rudolstadt,32,Good,1,Good,32,Good,1,Good,30,Good,83237000,48.24684015,Good
Czechia,Rumburk,29,Good,0,Good,29,Good,2,Good,29,Good,10700000,60.90551181,Moderate
Malawi,Rumphi,28,Good,0,Good,19,Good,0,Good,28,Good,20000000,47.33333333,Good
Switzerland,Ruti,34,Good,1,Good,25,Good,2,Good,34,Good,8799000,55.21551724,Moderate
Brazil,Ruy Barbosa,18,Good,0,Good,8,Good,0,Good,18,Good,214326223,44.64993726,Good
Serbia,Sabac,68,Moderate,1,Good,32,Good,1,Good,68,Moderate,7000000,67.98876404,Moderate
Cuba,Sagua La Grande,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,11000000,63.31,Moderate
India,Sahibganj,208,Very Unhealthy,3,Good,152,Unhealthy,1,Good,208,Very Unhealthy,1417173173,152.5597283,Unhealthy
United States of America,Saint Matthews,58,Moderate,2,Good,29,Good,12,Good,58,Moderate,332915073,59.61860625,Moderate
United States of America,Saint Pete Beach,53,Moderate,1,Good,40,Good,6,Good,53,Moderate,332915073,59.61860625,Moderate
Canada,Saint Thomas,35,Good,1,Good,35,Good,3,Good,34,Good,38067000,42.90344828,Good
France,Saint Cyr Sur Loire,37,Good,1,Good,25,Good,2,Good,37,Good,67842000,53.23133415,Moderate
Belgium,Saint Nicolas,35,Good,1,Good,32,Good,3,Good,35,Good,11736000,44.58098592,Good
France,Saint Quentin,39,Good,1,Good,25,Good,2,Good,39,Good,67842000,53.23133415,Moderate
Saudi Arabia,Sakakah,122,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,122,Unhealthy for Sensitive Groups,35000000,146.5,Unhealthy for Sensitive Groups
Japan,Sakurai,40,Good,1,Good,40,Good,2,Good,34,Good,123294513,51.57201646,Moderate
United Kingdom of Great Britain and Northern Ireland,Salford,58,Moderate,0,Good,32,Good,1,Good,58,Moderate,67532000,39.5971897,Good
